  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5338                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.0586   0.02254   0.01372  -0.0969   0.5158   0.2522
  -4.000  -0.0063   0.02212   0.01330  -0.0670   0.4959   0.2655
  -3.000  -0.0243   0.02185   0.01302  -0.0454   0.4766   0.2852
  -2.000   0.0002   0.02151   0.01286  -0.0320   0.4591   0.3248
  -1.000   0.0448   0.02133   0.01312  -0.0224   0.4437   0.4280
   0.000   0.1236   0.02192   0.01376  -0.0187   0.4308   0.4987
   1.000   0.1976   0.02290   0.01487  -0.0148   0.4197   0.5425
   2.000   0.2890   0.02400   0.01598  -0.0138   0.4105   0.5801
   3.000   0.3706   0.02533   0.01735  -0.0120   0.4019   0.6148
   4.000   0.4689   0.02661   0.01864  -0.0127   0.3947   0.6511
   5.000   0.5322   0.02874   0.02107  -0.0093   0.3875   0.6912
   6.000   0.6334   0.02993   0.02232  -0.0106   0.3812   0.7394
   7.000   0.6739   0.03348   0.02632  -0.0053   0.3748   0.7957
   8.000   0.7249   0.03678   0.02993  -0.0013   0.3684   0.8584
   9.000   0.8137   0.03892   0.03211  -0.0006   0.3626   0.9272
  10.000   0.7642   0.05253   0.04633   0.0049   0.3533   0.9748
  11.000   0.9555   0.05305   0.04651  -0.0119   0.3488   0.9904
  12.000   0.2014   0.14919   0.14454   0.0110   0.2784   1.0000
  15.000   0.2487   0.17178   0.16685   0.0119   0.2513   1.0000
  16.000   0.3348   0.17317   0.16807   0.0088   0.2461   1.0000
  18.000   0.3987   0.19066   0.18553  -0.0001   0.2281   1.0000
