  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2633                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.1965   0.01173   0.00562  -0.0803   0.6137   0.3020
  -4.000  -0.1671   0.01159   0.00536  -0.0647   0.5816   0.3168
  -3.000  -0.1450   0.01152   0.00520  -0.0472   0.5531   0.3316
  -2.000  -0.0850   0.01153   0.00516  -0.0375   0.5271   0.3492
  -1.000  -0.0088   0.01161   0.00523  -0.0312   0.5030   0.3693
   0.000   0.0754   0.01180   0.00541  -0.0267   0.4799   0.3912
   1.000   0.1620   0.01212   0.00575  -0.0228   0.4577   0.4151
   2.000   0.2510   0.01259   0.00625  -0.0196   0.4365   0.4408
   3.000   0.3418   0.01320   0.00689  -0.0171   0.4161   0.4682
   4.000   0.4315   0.01400   0.00774  -0.0147   0.3966   0.4972
   5.000   0.5195   0.01504   0.00884  -0.0124   0.3778   0.5280
   6.000   0.6056   0.01634   0.01018  -0.0102   0.3597   0.5603
   7.000   0.6898   0.01790   0.01181  -0.0081   0.3425   0.5933
   8.000   0.7730   0.01969   0.01368  -0.0064   0.3266   0.6264
   9.000   0.8526   0.02180   0.01591  -0.0046   0.3114   0.6642
  10.000   0.9272   0.02432   0.01860  -0.0027   0.2967   0.7100
  11.000   0.9958   0.02734   0.02185  -0.0006   0.2825   0.7709
  12.000   1.0544   0.03087   0.02578   0.0025   0.2689   0.8745
  13.000   1.1100   0.03520   0.03037   0.0050   0.2558   0.9936
  14.000   1.1599   0.04026   0.03542   0.0064   0.2430   1.0000
  15.000   1.1967   0.04640   0.04159   0.0083   0.2308   1.0000
  16.000   1.2270   0.05335   0.04856   0.0098   0.2189   1.0000
  17.000   1.2476   0.06144   0.05669   0.0109   0.2073   1.0000
  18.000   1.2668   0.06994   0.06526   0.0113   0.1966   1.0000
