  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2030                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.2648   0.01077   0.00463  -0.0319   0.5707   0.3534
  -4.000  -0.1848   0.01053   0.00435  -0.0258   0.5386   0.3749
  -3.000  -0.1135   0.01049   0.00425  -0.0177   0.5081   0.3970
  -2.000  -0.0328   0.01044   0.00418  -0.0115   0.4797   0.4216
  -1.000   0.0489   0.01038   0.00415  -0.0055   0.4539   0.4485
   0.000   0.1236   0.01038   0.00418   0.0019   0.4293   0.4763
   1.000   0.1993   0.01050   0.00432   0.0089   0.4055   0.5058
   2.000   0.2857   0.01084   0.00467   0.0133   0.3823   0.5364
   3.000   0.3732   0.01125   0.00515   0.0172   0.3600   0.5726
   4.000   0.4618   0.01186   0.00581   0.0205   0.3387   0.6104
   5.000   0.5490   0.01264   0.00668   0.0235   0.3181   0.6516
   6.000   0.6354   0.01365   0.00778   0.0261   0.2988   0.6954
   7.000   0.7196   0.01485   0.00914   0.0286   0.2812   0.7460
   8.000   0.7998   0.01640   0.01087   0.0311   0.2644   0.7998
   9.000   0.8743   0.01839   0.01303   0.0338   0.2484   0.8558
  10.000   0.9403   0.02092   0.01575   0.0372   0.2334   0.9114
  11.000   0.9936   0.02426   0.01922   0.0417   0.2194   0.9628
  12.000   1.0695   0.02846   0.02344   0.0399   0.2055   0.9909
  13.000   1.1593   0.03393   0.02893   0.0328   0.1916   0.9980
  14.000   1.1837   0.03956   0.03460   0.0364   0.1805   1.0001
  15.000   1.1971   0.04638   0.04147   0.0398   0.1701   1.0001
  16.000   1.2102   0.05474   0.04990   0.0406   0.1599   1.0001
  17.000   1.2157   0.06443   0.05969   0.0404   0.1503   1.0001
  18.000   1.2215   0.07458   0.06996   0.0390   0.1416   1.0001
