  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6818                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.0788   0.02246   0.01770  -0.2002   0.9018   0.1567
  -4.000   0.2487   0.02135   0.01676  -0.2124   0.9001   0.2007
   0.000   0.7508   0.01792   0.01405  -0.2239   0.8171   0.3984
   1.000   0.9512   0.01271   0.00827  -0.2403   0.7232   0.4614
   2.000   1.0213   0.01462   0.00984  -0.2319   0.6335   0.5062
   3.000   1.1088   0.01598   0.01100  -0.2272   0.5653   0.5524
   4.000   1.2010   0.01723   0.01207  -0.2235   0.5036   0.5972
   5.000   1.2912   0.01855   0.01322  -0.2196   0.4441   0.6384
   6.000   1.3796   0.01996   0.01444  -0.2153   0.3857   0.6752
   7.000   1.4645   0.02154   0.01583  -0.2105   0.3284   0.7061
   8.000   1.5438   0.02340   0.01748  -0.2048   0.2732   0.7314
   9.000   1.6142   0.02572   0.01960  -0.1977   0.2214   0.7515
  10.000   1.6792   0.02839   0.02207  -0.1901   0.1755   0.7678
  11.000   1.7364   0.03155   0.02512  -0.1815   0.1398   0.7811
  12.000   1.7854   0.03533   0.02883  -0.1722   0.1115   0.7913
  13.000   1.8292   0.03977   0.03325  -0.1631   0.0908   0.8020
  14.000   1.8654   0.04500   0.03857  -0.1539   0.0761   0.8104
  15.000   1.8921   0.05164   0.04532  -0.1452   0.0650   0.8188
  16.000   1.9122   0.05950   0.05338  -0.1378   0.0571   0.8259
  17.000   1.9218   0.06914   0.06323  -0.1317   0.0507   0.8326
  18.000   1.9185   0.08072   0.07508  -0.1271   0.0459   0.8386
