  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0929                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.4229   0.01112   0.00510  -0.0260   0.6225   0.3329
  -4.000  -0.3345   0.01065   0.00456  -0.0220   0.5836   0.3555
  -3.000  -0.2497   0.01030   0.00418  -0.0171   0.5489   0.3794
  -2.000  -0.1742   0.01016   0.00403  -0.0099   0.5168   0.4036
  -1.000  -0.0889   0.01011   0.00394  -0.0046   0.4852   0.4295
   0.000   0.0000   0.01011   0.00392  -0.0000   0.4562   0.4562
   1.000   0.0889   0.01011   0.00394   0.0046   0.4295   0.4852
   2.000   0.1743   0.01016   0.00403   0.0099   0.4036   0.5168
   3.000   0.2499   0.01030   0.00418   0.0170   0.3794   0.5490
   4.000   0.3347   0.01064   0.00456   0.0220   0.3555   0.5836
   5.000   0.4233   0.01111   0.00510   0.0259   0.3328   0.6226
   6.000   0.5141   0.01169   0.00576   0.0290   0.3123   0.6633
   7.000   0.6034   0.01247   0.00663   0.0320   0.2924   0.7068
   8.000   0.6892   0.01346   0.00777   0.0352   0.2732   0.7550
   9.000   0.7709   0.01479   0.00924   0.0384   0.2550   0.8045
  10.000   0.8474   0.01653   0.01112   0.0418   0.2380   0.8552
  11.000   0.9164   0.01875   0.01349   0.0458   0.2221   0.9052
  12.000   0.9727   0.02169   0.01654   0.0508   0.2076   0.9526
  13.000   1.0403   0.02551   0.02039   0.0519   0.1934   0.9851
  14.000   1.1304   0.03050   0.02540   0.0462   0.1797   0.9947
  15.000   1.1944   0.03629   0.03123   0.0434   0.1676   1.0000
