  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1133                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.2774   0.01230   0.00610  -0.0424   0.5530   0.3501
  -4.000  -0.1953   0.01183   0.00558  -0.0378   0.5253   0.3681
  -3.000  -0.1184   0.01152   0.00523  -0.0318   0.4988   0.3870
  -2.000  -0.0533   0.01136   0.00503  -0.0232   0.4741   0.4064
  -1.000  -0.0193   0.01136   0.00500  -0.0079   0.4519   0.4256
   0.000   0.0150   0.01138   0.00501   0.0072   0.4309   0.4459
   1.000   0.0806   0.01154   0.00518   0.0157   0.4098   0.4695
   2.000   0.1572   0.01182   0.00549   0.0217   0.3894   0.4958
   3.000   0.2390   0.01225   0.00595   0.0263   0.3695   0.5242
   4.000   0.3236   0.01284   0.00660   0.0300   0.3501   0.5547
   5.000   0.4088   0.01365   0.00745   0.0330   0.3300   0.5873
   6.000   0.4931   0.01471   0.00856   0.0357   0.3117   0.6211
   7.000   0.5745   0.01600   0.00999   0.0382   0.2953   0.6621
   8.000   0.6531   0.01771   0.01181   0.0405   0.2796   0.7034
   9.000   0.7265   0.01986   0.01413   0.0428   0.2639   0.7517
  10.000   0.7948   0.02257   0.01702   0.0449   0.2492   0.8023
  11.000   0.8566   0.02588   0.02053   0.0472   0.2352   0.8561
  12.000   0.9080   0.02994   0.02480   0.0501   0.2218   0.9102
  13.000   0.9442   0.03507   0.03007   0.0540   0.2093   0.9591
  14.000   0.9921   0.04124   0.03629   0.0536   0.1965   0.9891
  15.000   1.0560   0.04928   0.04437   0.0466   0.1844   0.9951
