  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6124                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.1160   0.03006   0.02454  -0.0830   0.5114   0.0211
  -4.000   0.1925   0.02600   0.01971  -0.0751   0.4599   0.0234
  -3.000   0.2751   0.02298   0.01629  -0.0703   0.4093   0.0244
  -2.000   0.3606   0.02078   0.01350  -0.0638   0.3573   0.0270
  -1.000   0.4321   0.01919   0.01152  -0.0564   0.2916   0.0284
   1.000   0.5457   0.01897   0.01030  -0.0362   0.1426   0.0349
   2.000   0.6290   0.01892   0.01023  -0.0319   0.1342   0.0394
   3.000   0.7077   0.01852   0.00977  -0.0271   0.1301   0.0348
   4.000   0.7851   0.01975   0.01099  -0.0234   0.1276   0.0390
   5.000   0.8627   0.02138   0.01265  -0.0204   0.1267   0.0453
   6.000   0.9353   0.02357   0.01490  -0.0176   0.1259   0.0539
   7.000   1.0008   0.02650   0.01789  -0.0149   0.1252   0.0689
   8.000   1.0638   0.02819   0.02201  -0.0130   0.1246   1.0000
   9.000   1.1165   0.03289   0.02675  -0.0111   0.1241   1.0000
  10.000   1.1627   0.03851   0.03245  -0.0097   0.1237   1.0000
  11.000   1.2026   0.04502   0.03906  -0.0089   0.1233   1.0000
  12.000   1.2379   0.05223   0.04639  -0.0087   0.1230   1.0000
  13.000   1.2716   0.05972   0.05400  -0.0089   0.1227   1.0000
  14.000   1.3026   0.06764   0.06205  -0.0097   0.1224   1.0000
  15.000   1.3348   0.07546   0.07001  -0.0109   0.1221   1.0000
  16.000   1.3669   0.08329   0.07796  -0.0125   0.1216   1.0000
  17.000   1.3993   0.09105   0.08585  -0.0145   0.1211   1.0000
  18.000   1.4333   0.09844   0.09338  -0.0169   0.1207   1.0000
