  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5628                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000   0.0809   0.00998   0.00434  -0.1559   0.7384   0.2262
  -4.000   0.1570   0.00968   0.00401  -0.1488   0.7145   0.2451
  -3.000   0.2368   0.00962   0.00390  -0.1425   0.6854   0.2651
  -2.000   0.3187   0.00988   0.00410  -0.1370   0.6471   0.2892
  -1.000   0.4001   0.01043   0.00456  -0.1316   0.6052   0.3146
   0.000   0.4862   0.01113   0.00518  -0.1274   0.5708   0.3416
   1.000   0.5774   0.01187   0.00589  -0.1243   0.5423   0.3691
   2.000   0.6684   0.01272   0.00677  -0.1215   0.5156   0.4026
   3.000   0.7573   0.01381   0.00787  -0.1185   0.4900   0.4367
   4.000   0.8439   0.01513   0.00917  -0.1155   0.4652   0.4703
   5.000   0.9310   0.01656   0.01066  -0.1128   0.4421   0.5109
   6.000   1.0164   0.01821   0.01237  -0.1101   0.4206   0.5505
   7.000   1.0986   0.02014   0.01435  -0.1073   0.3995   0.5897
   8.000   1.1772   0.02235   0.01662  -0.1042   0.3790   0.6264
   9.000   1.2521   0.02488   0.01921  -0.1010   0.3589   0.6616
  10.000   1.3227   0.02777   0.02220  -0.0977   0.3393   0.7055
  11.000   1.3882   0.03091   0.02578  -0.0941   0.3203   0.8534
  12.000   1.4399   0.03456   0.02961  -0.0888   0.3020   1.0000
  13.000   1.4920   0.03921   0.03422  -0.0849   0.2839   1.0000
  14.000   1.5369   0.04453   0.03953  -0.0810   0.2663   1.0000
  16.000   1.6035   0.05772   0.05278  -0.0735   0.2335   1.0000
  17.000   1.6254   0.06566   0.06078  -0.0702   0.2183   1.0000
  18.000   1.6401   0.07449   0.06970  -0.0675   0.2036   1.0000
