  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1620                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.1141   0.00000  -0.00198  -0.0125   0.0000   0.0000
  -7.500  -0.7958   0.00000  -0.00195  -0.0193   0.0000   0.0000
  -5.000  -0.4759   0.00000  -0.00194  -0.0262   0.0000   0.0000
  -2.500  -0.1552   0.00000  -0.00193  -0.0332   0.0000   0.0000
   0.000   0.1658   0.00000  -0.00193  -0.0403   0.0000   0.0000
   2.500   0.4865   0.00000  -0.00194  -0.0474   0.0000   0.0000
   5.000   0.8063   0.00000  -0.00196  -0.0545   0.0000   0.0000
   7.500   1.1245   0.00000  -0.00199  -0.0614   0.0000   0.0000
  10.000   1.4407   0.00000  -0.00202  -0.0681   0.0000   0.0000
  12.500   1.7540   0.00000  -0.00207  -0.0747   0.0000   0.0000
  15.000   2.0641   0.00000  -0.00212  -0.0809   0.0000   0.0000
  17.500   2.3702   0.00000  -0.00217  -0.0869   0.0000   0.0000
  20.000   2.6718   0.00000  -0.00222  -0.0925   0.0000   0.0000
  22.500   2.9684   0.00000  -0.00228  -0.0977   0.0000   0.0000
  25.000   3.2593   0.00000  -0.00234  -0.1024   0.0000   0.0000
