  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5755                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.5996   0.00000  -0.00438  -0.1067   0.0000   0.0000
  -7.500  -0.1928   0.00000  -0.00440  -0.1397   0.0000   0.0000
  -5.000   0.2143   0.00000  -0.00441  -0.1734   0.0000   0.0000
  -2.500   0.6211   0.00000  -0.00442  -0.2078   0.0000   0.0000
   0.000   1.0267   0.00000  -0.00443  -0.2424   0.0000   0.0000
   2.500   1.4304   0.00000  -0.00443  -0.2770   0.0000   0.0000
   5.000   1.8313   0.00000  -0.00443  -0.3115   0.0000   0.0000
   7.500   2.2287   0.00000  -0.00443  -0.3454   0.0000   0.0000
  10.000   2.6219   0.00000  -0.00442  -0.3786   0.0000   0.0000
  12.500   3.0101   0.00000  -0.00441  -0.4108   0.0000   0.0000
  15.000   3.3926   0.00000  -0.00439  -0.4418   0.0000   0.0000
  17.500   3.7687   0.00000  -0.00436  -0.4713   0.0000   0.0000
  20.000   4.1376   0.00000  -0.00432  -0.4990   0.0000   0.0000
  22.500   4.4986   0.00000  -0.00428  -0.5249   0.0000   0.0000
  25.000   4.8510   0.00000  -0.00423  -0.5486   0.0000   0.0000
