  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9086                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.7785   0.00000  -0.00421   0.1782   0.0000   0.0000
  -7.500  -0.2932   0.00000  -0.00421   0.1173   0.0000   0.0000
  -5.000   0.1927   0.00000  -0.00421   0.0518   0.0000   0.0000
  -2.500   0.6783   0.00000  -0.00421  -0.0178   0.0000   0.0000
   0.000   1.1625   0.00000  -0.00419  -0.0911   0.0000   0.0000
   2.500   1.6445   0.00000  -0.00418  -0.1673   0.0000   0.0000
   5.000   2.1234   0.00000  -0.00415  -0.2460   0.0000   0.0000
   7.500   2.5983   0.00000  -0.00412  -0.3266   0.0000   0.0000
  10.000   3.0682   0.00000  -0.00409  -0.4084   0.0000   0.0000
  12.500   3.5323   0.00000  -0.00405  -0.4909   0.0000   0.0000
  15.000   3.9896   0.00000  -0.00400  -0.5733   0.0000   0.0000
  17.500   4.4394   0.00000  -0.00394  -0.6551   0.0000   0.0000
  20.000   4.8807   0.00000  -0.00388  -0.7357   0.0000   0.0000
  22.500   5.3127   0.00000  -0.00382  -0.8144   0.0000   0.0000
  25.000   5.7347   0.00000  -0.00374  -0.8906   0.0000   0.0000
