  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4665                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.9925   0.00000  -0.00425   0.0097   0.0000   0.0000
  -7.500  -0.5618   0.00000  -0.00428  -0.0321   0.0000   0.0000
  -5.000  -0.1301   0.00000  -0.00430  -0.0753   0.0000   0.0000
  -2.500   0.3019   0.00000  -0.00432  -0.1194   0.0000   0.0000
   0.000   0.7333   0.00000  -0.00433  -0.1641   0.0000   0.0000
   2.500   1.1633   0.00000  -0.00434  -0.2091   0.0000   0.0000
   5.000   1.5911   0.00000  -0.00434  -0.2541   0.0000   0.0000
   7.500   2.0159   0.00000  -0.00434  -0.2986   0.0000   0.0000
  10.000   2.4368   0.00000  -0.00433  -0.3424   0.0000   0.0000
  12.500   2.8531   0.00000  -0.00432  -0.3851   0.0000   0.0000
  15.000   3.2640   0.00000  -0.00429  -0.4264   0.0000   0.0000
  17.500   3.6686   0.00000  -0.00426  -0.4660   0.0000   0.0000
  20.000   4.0663   0.00000  -0.00423  -0.5036   0.0000   0.0000
  22.500   4.4563   0.00000  -0.00418  -0.5389   0.0000   0.0000
  25.000   4.8377   0.00000  -0.00413  -0.5716   0.0000   0.0000
