  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8908                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000   0.9362   0.00000  -0.00001  -0.5596   0.0000   0.0000
  -7.500   1.2318   0.00000   0.00012  -0.5693   0.0000   0.0000
  -5.000   1.5251   0.00000   0.00021  -0.5778   0.0000   0.0000
  -2.500   1.8154   0.00000   0.00026  -0.5849   0.0000   0.0000
   0.000   2.1022   0.00000   0.00027  -0.5906   0.0000   0.0000
   2.500   2.3850   0.00000   0.00023  -0.5949   0.0000   0.0000
   5.000   2.6633   0.00000   0.00013  -0.5977   0.0000   0.0000
   7.500   2.9365   0.00000  -0.00001  -0.5991   0.0000   0.0000
  10.000   3.2041   0.00000  -0.00020  -0.5989   0.0000   0.0000
  12.500   3.4656   0.00000  -0.00044  -0.5973   0.0000   0.0000
  15.000   3.7205   0.00000  -0.00072  -0.5942   0.0000   0.0000
  17.500   3.9684   0.00000  -0.00105  -0.5896   0.0000   0.0000
  20.000   4.2087   0.00000  -0.00142  -0.5836   0.0000   0.0000
  22.500   4.4411   0.00000  -0.00183  -0.5762   0.0000   0.0000
  25.000   4.6650   0.00000  -0.00227  -0.5675   0.0000   0.0000
