  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1196                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.8985   0.00000  -0.00390   0.3216   0.0000   0.0000
  -7.500  -1.3924   0.00000  -0.00392   0.2407   0.0000   0.0000
  -5.000  -0.8837   0.00000  -0.00393   0.1574   0.0000   0.0000
  -2.500  -0.3732   0.00000  -0.00394   0.0726   0.0000   0.0000
   0.000   0.1379   0.00000  -0.00394  -0.0133   0.0000   0.0000
   2.500   0.6488   0.00000  -0.00394  -0.0995   0.0000   0.0000
   5.000   1.1584   0.00000  -0.00393  -0.1854   0.0000   0.0000
   7.500   1.6658   0.00000  -0.00391  -0.2704   0.0000   0.0000
  10.000   2.1701   0.00000  -0.00389  -0.3537   0.0000   0.0000
  12.500   2.6702   0.00000  -0.00386  -0.4348   0.0000   0.0000
  15.000   3.1653   0.00000  -0.00383  -0.5131   0.0000   0.0000
  17.500   3.6543   0.00000  -0.00379  -0.5879   0.0000   0.0000
  20.000   4.1364   0.00000  -0.00375  -0.6587   0.0000   0.0000
  22.500   4.6106   0.00000  -0.00369  -0.7249   0.0000   0.0000
  25.000   5.0760   0.00000  -0.00364  -0.7860   0.0000   0.0000
