  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8822                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000   0.4764   0.00000  -0.00193  -0.4147   0.0000   0.0000
  -7.500   0.8047   0.00000  -0.00198  -0.4278   0.0000   0.0000
  -5.000   1.1316   0.00000  -0.00204  -0.4404   0.0000   0.0000
  -2.500   1.4562   0.00000  -0.00209  -0.4525   0.0000   0.0000
   0.000   1.7781   0.00000  -0.00215  -0.4640   0.0000   0.0000
   2.500   2.0967   0.00000  -0.00221  -0.4747   0.0000   0.0000
   5.000   2.4112   0.00000  -0.00227  -0.4846   0.0000   0.0000
   7.500   2.7212   0.00000  -0.00233  -0.4936   0.0000   0.0000
  10.000   3.0260   0.00000  -0.00239  -0.5016   0.0000   0.0000
  12.500   3.3250   0.00000  -0.00244  -0.5087   0.0000   0.0000
  15.000   3.6177   0.00000  -0.00249  -0.5146   0.0000   0.0000
  17.500   3.9036   0.00000  -0.00253  -0.5195   0.0000   0.0000
  20.000   4.1820   0.00000  -0.00257  -0.5232   0.0000   0.0000
  22.500   4.4525   0.00000  -0.00259  -0.5257   0.0000   0.0000
  25.000   4.7145   0.00000  -0.00260  -0.5270   0.0000   0.0000
