  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8361                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.5135   0.00000  -0.00446  -0.0394   0.0000   0.0000
  -7.500  -0.0908   0.00000  -0.00446  -0.0749   0.0000   0.0000
  -5.000   0.3321   0.00000  -0.00445  -0.1127   0.0000   0.0000
  -2.500   0.7544   0.00000  -0.00444  -0.1527   0.0000   0.0000
   0.000   1.1752   0.00000  -0.00443  -0.1944   0.0000   0.0000
   2.500   1.5938   0.00000  -0.00441  -0.2377   0.0000   0.0000
   5.000   2.0094   0.00000  -0.00439  -0.2821   0.0000   0.0000
   7.500   2.4212   0.00000  -0.00437  -0.3274   0.0000   0.0000
  10.000   2.8283   0.00000  -0.00434  -0.3732   0.0000   0.0000
  12.500   3.2301   0.00000  -0.00431  -0.4191   0.0000   0.0000
  15.000   3.6257   0.00000  -0.00427  -0.4648   0.0000   0.0000
  17.500   4.0144   0.00000  -0.00422  -0.5099   0.0000   0.0000
  20.000   4.3955   0.00000  -0.00418  -0.5541   0.0000   0.0000
  22.500   4.7682   0.00000  -0.00412  -0.5971   0.0000   0.0000
  25.000   5.1318   0.00000  -0.00406  -0.6386   0.0000   0.0000
