  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8624                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.0004   0.00000  -0.00230  -0.2737   0.0000   0.0000
  -7.500   0.3327   0.00000  -0.00232  -0.2850   0.0000   0.0000
  -5.000   0.6652   0.00000  -0.00234  -0.2966   0.0000   0.0000
  -2.500   0.9964   0.00000  -0.00237  -0.3083   0.0000   0.0000
   0.000   1.3257   0.00000  -0.00241  -0.3201   0.0000   0.0000
   2.500   1.6525   0.00000  -0.00245  -0.3320   0.0000   0.0000
   5.000   1.9761   0.00000  -0.00249  -0.3438   0.0000   0.0000
   7.500   2.2960   0.00000  -0.00253  -0.3554   0.0000   0.0000
  10.000   2.6116   0.00000  -0.00258  -0.3667   0.0000   0.0000
  12.500   2.9222   0.00000  -0.00263  -0.3777   0.0000   0.0000
  15.000   3.2272   0.00000  -0.00267  -0.3883   0.0000   0.0000
  17.500   3.5261   0.00000  -0.00272  -0.3984   0.0000   0.0000
  20.000   3.8183   0.00000  -0.00275  -0.4079   0.0000   0.0000
  22.500   4.1032   0.00000  -0.00279  -0.4167   0.0000   0.0000
  25.000   4.3803   0.00000  -0.00281  -0.4248   0.0000   0.0000
