  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 3037                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.0907   0.00000  -0.00345   0.0351   0.0000   0.0000
  -7.500  -0.7307   0.00000  -0.00345   0.0204   0.0000   0.0000
  -5.000  -0.3694   0.00000  -0.00345   0.0046   0.0000   0.0000
  -2.500  -0.0074   0.00000  -0.00345  -0.0122   0.0000   0.0000
   0.000   0.3546   0.00000  -0.00345  -0.0299   0.0000   0.0000
   2.500   0.7159   0.00000  -0.00345  -0.0483   0.0000   0.0000
   5.000   1.0759   0.00000  -0.00345  -0.0673   0.0000   0.0000
   7.500   1.4338   0.00000  -0.00346  -0.0867   0.0000   0.0000
  10.000   1.7890   0.00000  -0.00347  -0.1064   0.0000   0.0000
  12.500   2.1408   0.00000  -0.00347  -0.1262   0.0000   0.0000
  15.000   2.4886   0.00000  -0.00348  -0.1461   0.0000   0.0000
  17.500   2.8316   0.00000  -0.00348  -0.1657   0.0000   0.0000
  20.000   3.1692   0.00000  -0.00348  -0.1851   0.0000   0.0000
  22.500   3.5008   0.00000  -0.00348  -0.2040   0.0000   0.0000
  25.000   3.8258   0.00000  -0.00347  -0.2223   0.0000   0.0000
