  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4019                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8392   0.00000  -0.00185  -0.0154   0.0000   0.0000
  -7.500  -0.5218   0.00000  -0.00183  -0.0194   0.0000   0.0000
  -5.000  -0.2033   0.00000  -0.00181  -0.0243   0.0000   0.0000
  -2.500   0.1155   0.00000  -0.00181  -0.0301   0.0000   0.0000
   0.000   0.4341   0.00000  -0.00182  -0.0369   0.0000   0.0000
   2.500   0.7519   0.00000  -0.00184  -0.0444   0.0000   0.0000
   5.000   1.0683   0.00000  -0.00187  -0.0528   0.0000   0.0000
   7.500   1.3826   0.00000  -0.00190  -0.0618   0.0000   0.0000
  10.000   1.6944   0.00000  -0.00194  -0.0716   0.0000   0.0000
  12.500   2.0028   0.00000  -0.00199  -0.0818   0.0000   0.0000
  15.000   2.3075   0.00000  -0.00205  -0.0926   0.0000   0.0000
  17.500   2.6079   0.00000  -0.00211  -0.1038   0.0000   0.0000
  20.000   2.9032   0.00000  -0.00217  -0.1154   0.0000   0.0000
  22.500   3.1931   0.00000  -0.00223  -0.1271   0.0000   0.0000
  25.000   3.4768   0.00000  -0.00230  -0.1391   0.0000   0.0000
