  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8150                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.5445   0.00000  -0.00445  -0.0069   0.0000   0.0000
  -7.500  -0.1493   0.00000  -0.00442  -0.0298   0.0000   0.0000
  -5.000   0.2461   0.00000  -0.00439  -0.0554   0.0000   0.0000
  -2.500   0.6410   0.00000  -0.00437  -0.0832   0.0000   0.0000
   0.000   1.0347   0.00000  -0.00434  -0.1132   0.0000   0.0000
   2.500   1.4264   0.00000  -0.00432  -0.1452   0.0000   0.0000
   5.000   1.8154   0.00000  -0.00429  -0.1788   0.0000   0.0000
   7.500   2.2010   0.00000  -0.00427  -0.2139   0.0000   0.0000
  10.000   2.5824   0.00000  -0.00425  -0.2501   0.0000   0.0000
  12.500   2.9588   0.00000  -0.00423  -0.2872   0.0000   0.0000
  15.000   3.3297   0.00000  -0.00421  -0.3249   0.0000   0.0000
  17.500   3.6942   0.00000  -0.00419  -0.3629   0.0000   0.0000
  20.000   4.0517   0.00000  -0.00416  -0.4009   0.0000   0.0000
  22.500   4.4014   0.00000  -0.00414  -0.4387   0.0000   0.0000
  25.000   4.7428   0.00000  -0.00411  -0.4759   0.0000   0.0000
