  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4686                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.2130   0.00000  -0.00410   0.1186   0.0000   0.0000
  -7.500  -0.7293   0.00000  -0.00413   0.0515   0.0000   0.0000
  -5.000  -0.2442   0.00000  -0.00415  -0.0177   0.0000   0.0000
  -2.500   0.2414   0.00000  -0.00417  -0.0883   0.0000   0.0000
   0.000   0.7265   0.00000  -0.00418  -0.1600   0.0000   0.0000
   2.500   1.2103   0.00000  -0.00418  -0.2321   0.0000   0.0000
   5.000   1.6917   0.00000  -0.00418  -0.3041   0.0000   0.0000
   7.500   2.1699   0.00000  -0.00417  -0.3754   0.0000   0.0000
  10.000   2.6440   0.00000  -0.00416  -0.4455   0.0000   0.0000
  12.500   3.1130   0.00000  -0.00414  -0.5139   0.0000   0.0000
  15.000   3.5761   0.00000  -0.00411  -0.5801   0.0000   0.0000
  17.500   4.0325   0.00000  -0.00408  -0.6435   0.0000   0.0000
  20.000   4.4811   0.00000  -0.00403  -0.7036   0.0000   0.0000
  22.500   4.9212   0.00000  -0.00398  -0.7601   0.0000   0.0000
  25.000   5.3520   0.00000  -0.00392  -0.8124   0.0000   0.0000
