  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4975                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.5812   0.00000  -0.00485  -0.0597   0.0000   0.0000
  -7.500  -0.1238   0.00000  -0.00488  -0.1153   0.0000   0.0000
  -5.000   0.3338   0.00000  -0.00491  -0.1719   0.0000   0.0000
  -2.500   0.7907   0.00000  -0.00493  -0.2290   0.0000   0.0000
   0.000   1.2461   0.00000  -0.00494  -0.2863   0.0000   0.0000
   2.500   1.6992   0.00000  -0.00495  -0.3432   0.0000   0.0000
   5.000   2.1490   0.00000  -0.00495  -0.3993   0.0000   0.0000
   7.500   2.5948   0.00000  -0.00495  -0.4542   0.0000   0.0000
  10.000   3.0356   0.00000  -0.00493  -0.5075   0.0000   0.0000
  12.500   3.4707   0.00000  -0.00491  -0.5588   0.0000   0.0000
  15.000   3.8991   0.00000  -0.00488  -0.6077   0.0000   0.0000
  17.500   4.3201   0.00000  -0.00483  -0.6539   0.0000   0.0000
  20.000   4.7330   0.00000  -0.00478  -0.6968   0.0000   0.0000
  22.500   5.1368   0.00000  -0.00472  -0.7364   0.0000   0.0000
  25.000   5.5308   0.00000  -0.00464  -0.7722   0.0000   0.0000
