  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 3566                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.2292   0.00000  -0.00424   0.0709   0.0000   0.0000
  -7.500  -0.7971   0.00000  -0.00426   0.0285   0.0000   0.0000
  -5.000  -0.3635   0.00000  -0.00427  -0.0153   0.0000   0.0000
  -2.500   0.0708   0.00000  -0.00428  -0.0600   0.0000   0.0000
   0.000   0.5050   0.00000  -0.00428  -0.1055   0.0000   0.0000
   2.500   0.9382   0.00000  -0.00428  -0.1513   0.0000   0.0000
   5.000   1.3696   0.00000  -0.00427  -0.1971   0.0000   0.0000
   7.500   1.7985   0.00000  -0.00426  -0.2426   0.0000   0.0000
  10.000   2.2239   0.00000  -0.00425  -0.2873   0.0000   0.0000
  12.500   2.6450   0.00000  -0.00422  -0.3310   0.0000   0.0000
  15.000   3.0612   0.00000  -0.00420  -0.3734   0.0000   0.0000
  17.500   3.4715   0.00000  -0.00417  -0.4140   0.0000   0.0000
  20.000   3.8752   0.00000  -0.00413  -0.4526   0.0000   0.0000
  22.500   4.2715   0.00000  -0.00408  -0.4890   0.0000   0.0000
  25.000   4.6597   0.00000  -0.00403  -0.5227   0.0000   0.0000
