  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2786                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.5345   0.00000  -0.00403   0.1862   0.0000   0.0000
  -7.500  -1.0524   0.00000  -0.00406   0.1187   0.0000   0.0000
  -5.000  -0.5684   0.00000  -0.00408   0.0494   0.0000   0.0000
  -2.500  -0.0832   0.00000  -0.00410  -0.0211   0.0000   0.0000
   0.000   0.4021   0.00000  -0.00412  -0.0922   0.0000   0.0000
   2.500   0.8866   0.00000  -0.00413  -0.1635   0.0000   0.0000
   5.000   1.3695   0.00000  -0.00413  -0.2344   0.0000   0.0000
   7.500   1.8497   0.00000  -0.00413  -0.3043   0.0000   0.0000
  10.000   2.3265   0.00000  -0.00412  -0.3728   0.0000   0.0000
  12.500   2.7988   0.00000  -0.00410  -0.4392   0.0000   0.0000
  15.000   3.2657   0.00000  -0.00408  -0.5032   0.0000   0.0000
  17.500   3.7265   0.00000  -0.00405  -0.5641   0.0000   0.0000
  20.000   4.1802   0.00000  -0.00401  -0.6216   0.0000   0.0000
  22.500   4.6259   0.00000  -0.00396  -0.6752   0.0000   0.0000
  25.000   5.0628   0.00000  -0.00391  -0.7244   0.0000   0.0000
