  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 3995                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.1594   0.00000  -0.00475   0.1369   0.0000   0.0000
  -7.500  -0.6522   0.00000  -0.00477   0.0555   0.0000   0.0000
  -5.000  -0.1437   0.00000  -0.00479  -0.0278   0.0000   0.0000
  -2.500   0.3650   0.00000  -0.00480  -0.1123   0.0000   0.0000
   0.000   0.8730   0.00000  -0.00480  -0.1973   0.0000   0.0000
   2.500   1.3794   0.00000  -0.00479  -0.2823   0.0000   0.0000
   5.000   1.8832   0.00000  -0.00478  -0.3664   0.0000   0.0000
   7.500   2.3834   0.00000  -0.00475  -0.4492   0.0000   0.0000
  10.000   2.8790   0.00000  -0.00472  -0.5300   0.0000   0.0000
  12.500   3.3692   0.00000  -0.00468  -0.6081   0.0000   0.0000
  15.000   3.8529   0.00000  -0.00464  -0.6830   0.0000   0.0000
  17.500   4.3293   0.00000  -0.00458  -0.7541   0.0000   0.0000
  20.000   4.7975   0.00000  -0.00451  -0.8208   0.0000   0.0000
  22.500   5.2566   0.00000  -0.00444  -0.8827   0.0000   0.0000
  25.000   5.7056   0.00000  -0.00436  -0.9393   0.0000   0.0000
