  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4541                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8410   0.00000  -0.00370  -0.0582   0.0000   0.0000
  -7.500  -0.4698   0.00000  -0.00370  -0.0778   0.0000   0.0000
  -5.000  -0.0977   0.00000  -0.00371  -0.0982   0.0000   0.0000
  -2.500   0.2745   0.00000  -0.00372  -0.1191   0.0000   0.0000
   0.000   0.6463   0.00000  -0.00372  -0.1404   0.0000   0.0000
   2.500   1.0168   0.00000  -0.00373  -0.1620   0.0000   0.0000
   5.000   1.3853   0.00000  -0.00373  -0.1837   0.0000   0.0000
   7.500   1.7513   0.00000  -0.00374  -0.2054   0.0000   0.0000
  10.000   2.1139   0.00000  -0.00374  -0.2268   0.0000   0.0000
  12.500   2.4724   0.00000  -0.00375  -0.2478   0.0000   0.0000
  15.000   2.8263   0.00000  -0.00375  -0.2682   0.0000   0.0000
  17.500   3.1748   0.00000  -0.00375  -0.2880   0.0000   0.0000
  20.000   3.5173   0.00000  -0.00374  -0.3069   0.0000   0.0000
  22.500   3.8531   0.00000  -0.00373  -0.3247   0.0000   0.0000
  25.000   4.1815   0.00000  -0.00371  -0.3415   0.0000   0.0000
