  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 3142                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.1148   0.00000  -0.00381   0.0379   0.0000   0.0000
  -7.500  -0.7425   0.00000  -0.00380   0.0193   0.0000   0.0000
  -5.000  -0.3688   0.00000  -0.00380  -0.0004   0.0000   0.0000
  -2.500   0.0055   0.00000  -0.00379  -0.0211   0.0000   0.0000
   0.000   0.3799   0.00000  -0.00379  -0.0427   0.0000   0.0000
   2.500   0.7536   0.00000  -0.00379  -0.0649   0.0000   0.0000
   5.000   1.1258   0.00000  -0.00378  -0.0876   0.0000   0.0000
   7.500   1.4958   0.00000  -0.00378  -0.1106   0.0000   0.0000
  10.000   1.8631   0.00000  -0.00378  -0.1338   0.0000   0.0000
  12.500   2.2267   0.00000  -0.00378  -0.1570   0.0000   0.0000
  15.000   2.5862   0.00000  -0.00377  -0.1800   0.0000   0.0000
  17.500   2.9407   0.00000  -0.00377  -0.2026   0.0000   0.0000
  20.000   3.2897   0.00000  -0.00376  -0.2247   0.0000   0.0000
  22.500   3.6323   0.00000  -0.00375  -0.2460   0.0000   0.0000
  25.000   3.9681   0.00000  -0.00374  -0.2665   0.0000   0.0000
