  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8530                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.1532   0.00000  -0.00293  -0.2170   0.0000   0.0000
  -7.500   0.1941   0.00000  -0.00294  -0.2305   0.0000   0.0000
  -5.000   0.5410   0.00000  -0.00295  -0.2446   0.0000   0.0000
  -2.500   0.8869   0.00000  -0.00297  -0.2594   0.0000   0.0000
   0.000   1.2311   0.00000  -0.00299  -0.2746   0.0000   0.0000
   2.500   1.5730   0.00000  -0.00301  -0.2903   0.0000   0.0000
   5.000   1.9118   0.00000  -0.00303  -0.3061   0.0000   0.0000
   7.500   2.2471   0.00000  -0.00306  -0.3221   0.0000   0.0000
  10.000   2.5780   0.00000  -0.00309  -0.3381   0.0000   0.0000
  12.500   2.9041   0.00000  -0.00312  -0.3540   0.0000   0.0000
  15.000   3.2247   0.00000  -0.00314  -0.3697   0.0000   0.0000
  17.500   3.5391   0.00000  -0.00316  -0.3850   0.0000   0.0000
  20.000   3.8468   0.00000  -0.00318  -0.3999   0.0000   0.0000
  22.500   4.1472   0.00000  -0.00320  -0.4141   0.0000   0.0000
  25.000   4.4397   0.00000  -0.00320  -0.4277   0.0000   0.0000
