  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6744                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.3016   0.00000  -0.00393  -0.1936   0.0000   0.0000
  -7.500   0.0788   0.00000  -0.00394  -0.2177   0.0000   0.0000
  -5.000   0.4590   0.00000  -0.00396  -0.2423   0.0000   0.0000
  -2.500   0.8383   0.00000  -0.00398  -0.2672   0.0000   0.0000
   0.000   1.2161   0.00000  -0.00400  -0.2923   0.0000   0.0000
   2.500   1.5915   0.00000  -0.00401  -0.3173   0.0000   0.0000
   5.000   1.9639   0.00000  -0.00403  -0.3420   0.0000   0.0000
   7.500   2.3326   0.00000  -0.00404  -0.3663   0.0000   0.0000
  10.000   2.6968   0.00000  -0.00405  -0.3899   0.0000   0.0000
  12.500   3.0560   0.00000  -0.00405  -0.4127   0.0000   0.0000
  15.000   3.4093   0.00000  -0.00405  -0.4346   0.0000   0.0000
  17.500   3.7561   0.00000  -0.00404  -0.4553   0.0000   0.0000
  20.000   4.0958   0.00000  -0.00402  -0.4747   0.0000   0.0000
  22.500   4.4277   0.00000  -0.00400  -0.4926   0.0000   0.0000
  25.000   4.7511   0.00000  -0.00397  -0.5089   0.0000   0.0000
