  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6458                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.7260   0.00000  -0.00431  -0.0353   0.0000   0.0000
  -7.500  -0.3117   0.00000  -0.00432  -0.0688   0.0000   0.0000
  -5.000   0.1031   0.00000  -0.00432  -0.1040   0.0000   0.0000
  -2.500   0.5177   0.00000  -0.00432  -0.1406   0.0000   0.0000
   0.000   0.9313   0.00000  -0.00432  -0.1783   0.0000   0.0000
   2.500   1.3432   0.00000  -0.00431  -0.2168   0.0000   0.0000
   5.000   1.7525   0.00000  -0.00430  -0.2558   0.0000   0.0000
   7.500   2.1585   0.00000  -0.00429  -0.2952   0.0000   0.0000
  10.000   2.5604   0.00000  -0.00427  -0.3344   0.0000   0.0000
  12.500   2.9574   0.00000  -0.00425  -0.3733   0.0000   0.0000
  15.000   3.3488   0.00000  -0.00422  -0.4116   0.0000   0.0000
  17.500   3.7338   0.00000  -0.00418  -0.4489   0.0000   0.0000
  20.000   4.1117   0.00000  -0.00414  -0.4850   0.0000   0.0000
  22.500   4.4817   0.00000  -0.00410  -0.5195   0.0000   0.0000
  25.000   4.8433   0.00000  -0.00404  -0.5523   0.0000   0.0000
