  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9268                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.4887   0.00000  -0.00456   0.0136   0.0000   0.0000
  -7.500  -0.0482   0.00000  -0.00456  -0.0277   0.0000   0.0000
  -5.000   0.3924   0.00000  -0.00455  -0.0722   0.0000   0.0000
  -2.500   0.8323   0.00000  -0.00453  -0.1197   0.0000   0.0000
   0.000   1.2706   0.00000  -0.00451  -0.1697   0.0000   0.0000
   2.500   1.7064   0.00000  -0.00449  -0.2220   0.0000   0.0000
   5.000   2.1391   0.00000  -0.00446  -0.2761   0.0000   0.0000
   7.500   2.5676   0.00000  -0.00443  -0.3317   0.0000   0.0000
  10.000   2.9913   0.00000  -0.00439  -0.3882   0.0000   0.0000
  12.500   3.4092   0.00000  -0.00435  -0.4452   0.0000   0.0000
  15.000   3.8207   0.00000  -0.00430  -0.5024   0.0000   0.0000
  17.500   4.2249   0.00000  -0.00425  -0.5592   0.0000   0.0000
  20.000   4.6211   0.00000  -0.00419  -0.6154   0.0000   0.0000
  22.500   5.0085   0.00000  -0.00413  -0.6703   0.0000   0.0000
  25.000   5.3863   0.00000  -0.00405  -0.7236   0.0000   0.0000
