  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2995                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.4488   0.00000  -0.00446   0.2013   0.0000   0.0000
  -7.500  -0.9429   0.00000  -0.00449   0.1202   0.0000   0.0000
  -5.000  -0.4351   0.00000  -0.00450   0.0373   0.0000   0.0000
  -2.500   0.0735   0.00000  -0.00451  -0.0468   0.0000   0.0000
   0.000   0.5819   0.00000  -0.00452  -0.1315   0.0000   0.0000
   2.500   1.0893   0.00000  -0.00451  -0.2161   0.0000   0.0000
   5.000   1.5946   0.00000  -0.00450  -0.3001   0.0000   0.0000
   7.500   2.0968   0.00000  -0.00449  -0.3826   0.0000   0.0000
  10.000   2.5950   0.00000  -0.00446  -0.4632   0.0000   0.0000
  12.500   3.0884   0.00000  -0.00443  -0.5412   0.0000   0.0000
  15.000   3.5758   0.00000  -0.00439  -0.6161   0.0000   0.0000
  17.500   4.0564   0.00000  -0.00434  -0.6871   0.0000   0.0000
  20.000   4.5293   0.00000  -0.00428  -0.7539   0.0000   0.0000
  22.500   4.9936   0.00000  -0.00422  -0.8158   0.0000   0.0000
  25.000   5.4484   0.00000  -0.00414  -0.8725   0.0000   0.0000
