  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9063                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.5735   0.00000  -0.00427   0.0650   0.0000   0.0000
  -7.500  -0.1465   0.00000  -0.00427   0.0307   0.0000   0.0000
  -5.000   0.2809   0.00000  -0.00427  -0.0072   0.0000   0.0000
  -2.500   0.7077   0.00000  -0.00427  -0.0483   0.0000   0.0000
   0.000   1.1331   0.00000  -0.00426  -0.0924   0.0000   0.0000
   2.500   1.5564   0.00000  -0.00424  -0.1390   0.0000   0.0000
   5.000   1.9767   0.00000  -0.00423  -0.1879   0.0000   0.0000
   7.500   2.3933   0.00000  -0.00420  -0.2388   0.0000   0.0000
  10.000   2.8053   0.00000  -0.00418  -0.2911   0.0000   0.0000
  12.500   3.2120   0.00000  -0.00414  -0.3445   0.0000   0.0000
  15.000   3.6126   0.00000  -0.00410  -0.3986   0.0000   0.0000
  17.500   4.0063   0.00000  -0.00406  -0.4530   0.0000   0.0000
  20.000   4.3924   0.00000  -0.00401  -0.5072   0.0000   0.0000
  22.500   4.7701   0.00000  -0.00395  -0.5609   0.0000   0.0000
  25.000   5.1387   0.00000  -0.00388  -0.6137   0.0000   0.0000
