  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1667                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.5570   0.00000  -0.00419   0.1405   0.0000   0.0000
  -7.500  -1.1242   0.00000  -0.00421   0.0964   0.0000   0.0000
  -5.000  -0.6893   0.00000  -0.00422   0.0513   0.0000   0.0000
  -2.500  -0.2531   0.00000  -0.00423   0.0054   0.0000   0.0000
   0.000   0.1836   0.00000  -0.00423  -0.0410   0.0000   0.0000
   2.500   0.6200   0.00000  -0.00423  -0.0874   0.0000   0.0000
   5.000   1.0552   0.00000  -0.00423  -0.1336   0.0000   0.0000
   7.500   1.4883   0.00000  -0.00422  -0.1791   0.0000   0.0000
  10.000   1.9187   0.00000  -0.00421  -0.2237   0.0000   0.0000
  12.500   2.3453   0.00000  -0.00419  -0.2669   0.0000   0.0000
  15.000   2.7676   0.00000  -0.00417  -0.3085   0.0000   0.0000
  17.500   3.1845   0.00000  -0.00414  -0.3481   0.0000   0.0000
  20.000   3.5954   0.00000  -0.00410  -0.3855   0.0000   0.0000
  22.500   3.9995   0.00000  -0.00406  -0.4203   0.0000   0.0000
  25.000   4.3959   0.00000  -0.00401  -0.4523   0.0000   0.0000
