  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6742                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.2857   0.00000  -0.00380  -0.2002   0.0000   0.0000
  -7.500   0.0898   0.00000  -0.00382  -0.2228   0.0000   0.0000
  -5.000   0.4651   0.00000  -0.00384  -0.2458   0.0000   0.0000
  -2.500   0.8395   0.00000  -0.00386  -0.2691   0.0000   0.0000
   0.000   1.2123   0.00000  -0.00388  -0.2924   0.0000   0.0000
   2.500   1.5829   0.00000  -0.00390  -0.3157   0.0000   0.0000
   5.000   1.9504   0.00000  -0.00392  -0.3388   0.0000   0.0000
   7.500   2.3142   0.00000  -0.00393  -0.3613   0.0000   0.0000
  10.000   2.6736   0.00000  -0.00394  -0.3833   0.0000   0.0000
  12.500   3.0280   0.00000  -0.00395  -0.4045   0.0000   0.0000
  15.000   3.3765   0.00000  -0.00395  -0.4248   0.0000   0.0000
  17.500   3.7187   0.00000  -0.00395  -0.4440   0.0000   0.0000
  20.000   4.0538   0.00000  -0.00394  -0.4619   0.0000   0.0000
  22.500   4.3812   0.00000  -0.00392  -0.4784   0.0000   0.0000
  25.000   4.7002   0.00000  -0.00389  -0.4935   0.0000   0.0000
