  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 7814                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000   0.2918   0.00000  -0.00122  -0.3750   0.0000   0.0000
  -7.500   0.6012   0.00000  -0.00124  -0.3837   0.0000   0.0000
  -5.000   0.9095   0.00000  -0.00127  -0.3918   0.0000   0.0000
  -2.500   1.2161   0.00000  -0.00131  -0.3994   0.0000   0.0000
   0.000   1.5204   0.00000  -0.00136  -0.4062   0.0000   0.0000
   2.500   1.8217   0.00000  -0.00142  -0.4124   0.0000   0.0000
   5.000   2.1197   0.00000  -0.00149  -0.4178   0.0000   0.0000
   7.500   2.4136   0.00000  -0.00156  -0.4223   0.0000   0.0000
  10.000   2.7029   0.00000  -0.00164  -0.4261   0.0000   0.0000
  12.500   2.9870   0.00000  -0.00173  -0.4290   0.0000   0.0000
  15.000   3.2655   0.00000  -0.00181  -0.4310   0.0000   0.0000
  17.500   3.5378   0.00000  -0.00190  -0.4321   0.0000   0.0000
  20.000   3.8034   0.00000  -0.00199  -0.4323   0.0000   0.0000
  22.500   4.0617   0.00000  -0.00207  -0.4315   0.0000   0.0000
  25.000   4.3123   0.00000  -0.00216  -0.4299   0.0000   0.0000
