  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 7101                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.5181   0.00000   0.39301  -0.1300   0.0000   0.0000
  -7.500  -0.2335   0.00000   0.27043  -0.1193   0.0000   0.0000
  -5.000   0.0584   0.00000   0.16972  -0.1107   0.0000   0.0000
  -2.500   0.3539   0.00000   0.09176  -0.1044   0.0000   0.0000
   0.000   0.6494   0.00000   0.03699  -0.1004   0.0000   0.0000
   2.500   0.9413   0.00000   0.00540  -0.0986   0.0000   0.0000
   5.000   1.2260   0.00000  -0.00344  -0.0992   0.0000   0.0000
   7.500   1.5001   0.00000   0.00957  -0.1020   0.0000   0.0000
  10.000   1.7603   0.00000   0.04315  -0.1072   0.0000   0.0000
  12.500   2.0034   0.00000   0.09561  -0.1146   0.0000   0.0000
  15.000   2.2267   0.00000   0.16490  -0.1242   0.0000   0.0000
  17.500   2.4277   0.00000   0.24865  -0.1359   0.0000   0.0000
  20.000   2.6042   0.00000   0.34422  -0.1497   0.0000   0.0000
  22.500   2.7543   0.00000   0.44872  -0.1654   0.0000   0.0000
  25.000   2.8769   0.00000   0.55908  -0.1828   0.0000   0.0000
