  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9609                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000   0.1611   0.00000  -0.00099  -0.3207   0.0000   0.0000
  -7.500   0.4600   0.00000  -0.00094  -0.3264   0.0000   0.0000
  -5.000   0.7579   0.00000  -0.00090  -0.3320   0.0000   0.0000
  -2.500   1.0544   0.00000  -0.00089  -0.3375   0.0000   0.0000
   0.000   1.3488   0.00000  -0.00091  -0.3429   0.0000   0.0000
   2.500   1.6407   0.00000  -0.00096  -0.3482   0.0000   0.0000
   5.000   1.9294   0.00000  -0.00105  -0.3533   0.0000   0.0000
   7.500   2.2144   0.00000  -0.00117  -0.3581   0.0000   0.0000
  10.000   2.4953   0.00000  -0.00132  -0.3627   0.0000   0.0000
  12.500   2.7713   0.00000  -0.00150  -0.3670   0.0000   0.0000
  15.000   3.0421   0.00000  -0.00172  -0.3709   0.0000   0.0000
  17.500   3.3072   0.00000  -0.00198  -0.3745   0.0000   0.0000
  20.000   3.5659   0.00000  -0.00225  -0.3777   0.0000   0.0000
  22.500   3.8179   0.00000  -0.00256  -0.3804   0.0000   0.0000
  25.000   4.0627   0.00000  -0.00289  -0.3828   0.0000   0.0000
