  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8191                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8942   0.00000  -0.00431   0.1908   0.0000   0.0000
  -7.500  -0.3962   0.00000  -0.00431   0.1223   0.0000   0.0000
  -5.000   0.1027   0.00000  -0.00432   0.0495   0.0000   0.0000
  -2.500   0.6013   0.00000  -0.00431  -0.0273   0.0000   0.0000
   0.000   1.0987   0.00000  -0.00430  -0.1073   0.0000   0.0000
   2.500   1.5941   0.00000  -0.00429  -0.1901   0.0000   0.0000
   5.000   2.0865   0.00000  -0.00427  -0.2749   0.0000   0.0000
   7.500   2.5748   0.00000  -0.00424  -0.3611   0.0000   0.0000
  10.000   3.0583   0.00000  -0.00421  -0.4481   0.0000   0.0000
  12.500   3.5360   0.00000  -0.00417  -0.5351   0.0000   0.0000
  15.000   4.0069   0.00000  -0.00412  -0.6217   0.0000   0.0000
  17.500   4.4702   0.00000  -0.00407  -0.7069   0.0000   0.0000
  20.000   4.9250   0.00000  -0.00401  -0.7904   0.0000   0.0000
  22.500   5.3704   0.00000  -0.00395  -0.8713   0.0000   0.0000
  25.000   5.8056   0.00000  -0.00388  -0.9491   0.0000   0.0000
