  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9652                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000   0.0193   0.00000  -0.00439  -0.2368   0.0000   0.0000
  -7.500   0.4204   0.00000  -0.00440  -0.2682   0.0000   0.0000
  -5.000   0.8207   0.00000  -0.00441  -0.3008   0.0000   0.0000
  -2.500   1.2195   0.00000  -0.00441  -0.3344   0.0000   0.0000
   0.000   1.6160   0.00000  -0.00442  -0.3686   0.0000   0.0000
   2.500   2.0094   0.00000  -0.00442  -0.4032   0.0000   0.0000
   5.000   2.3989   0.00000  -0.00442  -0.4379   0.0000   0.0000
   7.500   2.7839   0.00000  -0.00441  -0.4725   0.0000   0.0000
  10.000   3.1636   0.00000  -0.00440  -0.5067   0.0000   0.0000
  12.500   3.5373   0.00000  -0.00438  -0.5403   0.0000   0.0000
  15.000   3.9043   0.00000  -0.00435  -0.5730   0.0000   0.0000
  17.500   4.2638   0.00000  -0.00432  -0.6046   0.0000   0.0000
  20.000   4.6153   0.00000  -0.00428  -0.6347   0.0000   0.0000
  22.500   4.9579   0.00000  -0.00423  -0.6632   0.0000   0.0000
  25.000   5.2911   0.00000  -0.00417  -0.6899   0.0000   0.0000
