  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 3768                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.1381   0.00000  -0.00419   0.0444   0.0000   0.0000
  -7.500  -0.7005   0.00000  -0.00423  -0.0011   0.0000   0.0000
  -5.000  -0.2616   0.00000  -0.00426  -0.0478   0.0000   0.0000
  -2.500   0.1778   0.00000  -0.00429  -0.0953   0.0000   0.0000
   0.000   0.6169   0.00000  -0.00432  -0.1433   0.0000   0.0000
   2.500   1.0548   0.00000  -0.00434  -0.1913   0.0000   0.0000
   5.000   1.4908   0.00000  -0.00435  -0.2391   0.0000   0.0000
   7.500   1.9238   0.00000  -0.00435  -0.2863   0.0000   0.0000
  10.000   2.3533   0.00000  -0.00435  -0.3324   0.0000   0.0000
  12.500   2.7782   0.00000  -0.00434  -0.3772   0.0000   0.0000
  15.000   3.1979   0.00000  -0.00433  -0.4203   0.0000   0.0000
  17.500   3.6114   0.00000  -0.00431  -0.4614   0.0000   0.0000
  20.000   4.0181   0.00000  -0.00427  -0.5002   0.0000   0.0000
  22.500   4.4172   0.00000  -0.00423  -0.5363   0.0000   0.0000
  25.000   4.8078   0.00000  -0.00418  -0.5696   0.0000   0.0000
