  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2345                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.2390   0.00000  -0.00388   0.0438   0.0000   0.0000
  -7.500  -0.8600   0.00000  -0.00388   0.0217   0.0000   0.0000
  -5.000  -0.4794   0.00000  -0.00388  -0.0012   0.0000   0.0000
  -2.500  -0.0979   0.00000  -0.00388  -0.0248   0.0000   0.0000
   0.000   0.2838   0.00000  -0.00388  -0.0489   0.0000   0.0000
   2.500   0.6650   0.00000  -0.00388  -0.0733   0.0000   0.0000
   5.000   1.0449   0.00000  -0.00388  -0.0978   0.0000   0.0000
   7.500   1.4228   0.00000  -0.00387  -0.1222   0.0000   0.0000
  10.000   1.7980   0.00000  -0.00387  -0.1464   0.0000   0.0000
  12.500   2.1698   0.00000  -0.00386  -0.1701   0.0000   0.0000
  15.000   2.5375   0.00000  -0.00385  -0.1933   0.0000   0.0000
  17.500   2.9003   0.00000  -0.00384  -0.2156   0.0000   0.0000
  20.000   3.2576   0.00000  -0.00383  -0.2370   0.0000   0.0000
  22.500   3.6087   0.00000  -0.00381  -0.2572   0.0000   0.0000
  25.000   3.9530   0.00000  -0.00378  -0.2762   0.0000   0.0000
