  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5775                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8096   0.00000  -0.00447  -0.0116   0.0000   0.0000
  -7.500  -0.3528   0.00000  -0.00450  -0.0657   0.0000   0.0000
  -5.000   0.1048   0.00000  -0.00453  -0.1213   0.0000   0.0000
  -2.500   0.5621   0.00000  -0.00455  -0.1780   0.0000   0.0000
   0.000   1.0184   0.00000  -0.00456  -0.2354   0.0000   0.0000
   2.500   1.4727   0.00000  -0.00457  -0.2930   0.0000   0.0000
   5.000   1.9243   0.00000  -0.00457  -0.3503   0.0000   0.0000
   7.500   2.3722   0.00000  -0.00457  -0.4071   0.0000   0.0000
  10.000   2.8155   0.00000  -0.00455  -0.4627   0.0000   0.0000
  12.500   3.2535   0.00000  -0.00453  -0.5168   0.0000   0.0000
  15.000   3.6854   0.00000  -0.00450  -0.5690   0.0000   0.0000
  17.500   4.1102   0.00000  -0.00446  -0.6188   0.0000   0.0000
  20.000   4.5272   0.00000  -0.00442  -0.6660   0.0000   0.0000
  22.500   4.9355   0.00000  -0.00436  -0.7101   0.0000   0.0000
  25.000   5.3345   0.00000  -0.00429  -0.7508   0.0000   0.0000
