  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6207                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.5334   0.00000  -0.00197  -0.1080   0.0000   0.0000
  -7.500  -0.2407   0.00000  -0.00165  -0.1079   0.0000   0.0000
  -5.000   0.0524   0.00000  -0.00135  -0.1085   0.0000   0.0000
  -2.500   0.3452   0.00000  -0.00111  -0.1097   0.0000   0.0000
   0.000   0.6372   0.00000  -0.00093  -0.1116   0.0000   0.0000
   2.500   0.9279   0.00000  -0.00082  -0.1140   0.0000   0.0000
   5.000   1.2168   0.00000  -0.00081  -0.1170   0.0000   0.0000
   7.500   1.5032   0.00000  -0.00091  -0.1206   0.0000   0.0000
  10.000   1.7867   0.00000  -0.00113  -0.1247   0.0000   0.0000
  12.500   2.0667   0.00000  -0.00147  -0.1293   0.0000   0.0000
  15.000   2.3428   0.00000  -0.00195  -0.1344   0.0000   0.0000
  17.500   2.6144   0.00000  -0.00255  -0.1400   0.0000   0.0000
  20.000   2.8809   0.00000  -0.00330  -0.1459   0.0000   0.0000
  22.500   3.1421   0.00000  -0.00418  -0.1521   0.0000   0.0000
  25.000   3.3972   0.00000  -0.00519  -0.1587   0.0000   0.0000
