  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9547                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.0872   0.00000  -0.00414  -0.2039   0.0000   0.0000
  -7.500   0.3017   0.00000  -0.00415  -0.2297   0.0000   0.0000
  -5.000   0.6900   0.00000  -0.00416  -0.2569   0.0000   0.0000
  -2.500   1.0770   0.00000  -0.00416  -0.2852   0.0000   0.0000
   0.000   1.4619   0.00000  -0.00417  -0.3144   0.0000   0.0000
   2.500   1.8440   0.00000  -0.00417  -0.3443   0.0000   0.0000
   5.000   2.2227   0.00000  -0.00417  -0.3747   0.0000   0.0000
   7.500   2.5971   0.00000  -0.00417  -0.4052   0.0000   0.0000
  10.000   2.9665   0.00000  -0.00416  -0.4358   0.0000   0.0000
  12.500   3.3304   0.00000  -0.00415  -0.4662   0.0000   0.0000
  15.000   3.6879   0.00000  -0.00413  -0.4960   0.0000   0.0000
  17.500   4.0384   0.00000  -0.00411  -0.5252   0.0000   0.0000
  20.000   4.3812   0.00000  -0.00408  -0.5534   0.0000   0.0000
  22.500   4.7156   0.00000  -0.00405  -0.5805   0.0000   0.0000
  25.000   5.0411   0.00000  -0.00400  -0.6063   0.0000   0.0000
