  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8129                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.4254   0.00000  -0.00342  -0.0725   0.0000   0.0000
  -7.500  -0.0804   0.00000  -0.00335  -0.0804   0.0000   0.0000
  -5.000   0.2647   0.00000  -0.00328  -0.0901   0.0000   0.0000
  -2.500   0.6092   0.00000  -0.00322  -0.1014   0.0000   0.0000
   0.000   0.9526   0.00000  -0.00316  -0.1144   0.0000   0.0000
   2.500   1.2941   0.00000  -0.00312  -0.1289   0.0000   0.0000
   5.000   1.6332   0.00000  -0.00308  -0.1448   0.0000   0.0000
   7.500   1.9691   0.00000  -0.00306  -0.1619   0.0000   0.0000
  10.000   2.3013   0.00000  -0.00306  -0.1803   0.0000   0.0000
  12.500   2.6291   0.00000  -0.00307  -0.1996   0.0000   0.0000
  15.000   2.9519   0.00000  -0.00310  -0.2198   0.0000   0.0000
  17.500   3.2691   0.00000  -0.00315  -0.2407   0.0000   0.0000
  20.000   3.5800   0.00000  -0.00322  -0.2622   0.0000   0.0000
  22.500   3.8841   0.00000  -0.00331  -0.2841   0.0000   0.0000
  25.000   4.1809   0.00000  -0.00341  -0.3061   0.0000   0.0000
