  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 7064                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8325   0.00000  -0.00424   0.0888   0.0000   0.0000
  -7.500  -0.4038   0.00000  -0.00425   0.0528   0.0000   0.0000
  -5.000   0.0257   0.00000  -0.00425   0.0138   0.0000   0.0000
  -2.500   0.4551   0.00000  -0.00425  -0.0278   0.0000   0.0000
   0.000   0.8837   0.00000  -0.00424  -0.0719   0.0000   0.0000
   2.500   1.3105   0.00000  -0.00423  -0.1180   0.0000   0.0000
   5.000   1.7349   0.00000  -0.00422  -0.1658   0.0000   0.0000
   7.500   2.1560   0.00000  -0.00420  -0.2149   0.0000   0.0000
  10.000   2.5730   0.00000  -0.00417  -0.2650   0.0000   0.0000
  12.500   2.9851   0.00000  -0.00414  -0.3157   0.0000   0.0000
  15.000   3.3915   0.00000  -0.00410  -0.3666   0.0000   0.0000
  17.500   3.7915   0.00000  -0.00406  -0.4172   0.0000   0.0000
  20.000   4.1842   0.00000  -0.00401  -0.4673   0.0000   0.0000
  22.500   4.5690   0.00000  -0.00396  -0.5165   0.0000   0.0000
  25.000   4.9451   0.00000  -0.00390  -0.5643   0.0000   0.0000
