  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1626                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.1663   0.00000  -0.00259  -0.0002   0.0000   0.0000
  -7.500  -0.8338   0.00000  -0.00257  -0.0101   0.0000   0.0000
  -5.000  -0.4996   0.00000  -0.00256  -0.0202   0.0000   0.0000
  -2.500  -0.1646   0.00000  -0.00256  -0.0305   0.0000   0.0000
   0.000   0.1708   0.00000  -0.00256  -0.0409   0.0000   0.0000
   2.500   0.5059   0.00000  -0.00257  -0.0512   0.0000   0.0000
   5.000   0.8400   0.00000  -0.00258  -0.0615   0.0000   0.0000
   7.500   1.1724   0.00000  -0.00260  -0.0717   0.0000   0.0000
  10.000   1.5027   0.00000  -0.00262  -0.0816   0.0000   0.0000
  12.500   1.8301   0.00000  -0.00265  -0.0912   0.0000   0.0000
  15.000   2.1541   0.00000  -0.00268  -0.1004   0.0000   0.0000
  17.500   2.4739   0.00000  -0.00272  -0.1092   0.0000   0.0000
  20.000   2.7891   0.00000  -0.00275  -0.1174   0.0000   0.0000
  22.500   3.0989   0.00000  -0.00279  -0.1251   0.0000   0.0000
  25.000   3.4029   0.00000  -0.00282  -0.1321   0.0000   0.0000
