  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6535                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.4837   0.00000  -0.00334  -0.1416   0.0000   0.0000
  -7.500  -0.1256   0.00000  -0.00335  -0.1574   0.0000   0.0000
  -5.000   0.2327   0.00000  -0.00336  -0.1739   0.0000   0.0000
  -2.500   0.5906   0.00000  -0.00337  -0.1910   0.0000   0.0000
   0.000   0.9474   0.00000  -0.00338  -0.2086   0.0000   0.0000
   2.500   1.3023   0.00000  -0.00339  -0.2265   0.0000   0.0000
   5.000   1.6548   0.00000  -0.00341  -0.2446   0.0000   0.0000
   7.500   2.0041   0.00000  -0.00342  -0.2628   0.0000   0.0000
  10.000   2.3496   0.00000  -0.00344  -0.2809   0.0000   0.0000
  12.500   2.6907   0.00000  -0.00345  -0.2987   0.0000   0.0000
  15.000   3.0266   0.00000  -0.00347  -0.3162   0.0000   0.0000
  17.500   3.3568   0.00000  -0.00348  -0.3333   0.0000   0.0000
  20.000   3.6806   0.00000  -0.00349  -0.3496   0.0000   0.0000
  22.500   3.9974   0.00000  -0.00349  -0.3653   0.0000   0.0000
  25.000   4.3066   0.00000  -0.00349  -0.3801   0.0000   0.0000
