  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8209                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.3300   0.00000  -0.00186  -0.1424   0.0000   0.0000
  -7.500  -0.0309   0.00000  -0.00165  -0.1427   0.0000   0.0000
  -5.000   0.2682   0.00000  -0.00144  -0.1439   0.0000   0.0000
  -2.500   0.5668   0.00000  -0.00126  -0.1459   0.0000   0.0000
   0.000   0.8641   0.00000  -0.00112  -0.1488   0.0000   0.0000
   2.500   1.1597   0.00000  -0.00103  -0.1524   0.0000   0.0000
   5.000   1.4531   0.00000  -0.00100  -0.1569   0.0000   0.0000
   7.500   1.7436   0.00000  -0.00104  -0.1622   0.0000   0.0000
  10.000   2.0308   0.00000  -0.00115  -0.1682   0.0000   0.0000
  12.500   2.3140   0.00000  -0.00134  -0.1748   0.0000   0.0000
  15.000   2.5928   0.00000  -0.00162  -0.1821   0.0000   0.0000
  17.500   2.8667   0.00000  -0.00198  -0.1900   0.0000   0.0000
  20.000   3.1351   0.00000  -0.00244  -0.1983   0.0000   0.0000
  22.500   3.3975   0.00000  -0.00299  -0.2071   0.0000   0.0000
  25.000   3.6535   0.00000  -0.00362  -0.2163   0.0000   0.0000
