  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8222                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.3536   0.00000  -0.00236  -0.1222   0.0000   0.0000
  -7.500  -0.0252   0.00000  -0.00232  -0.1278   0.0000   0.0000
  -5.000   0.3033   0.00000  -0.00229  -0.1346   0.0000   0.0000
  -2.500   0.6312   0.00000  -0.00227  -0.1427   0.0000   0.0000
   0.000   0.9579   0.00000  -0.00225  -0.1519   0.0000   0.0000
   2.500   1.2827   0.00000  -0.00224  -0.1621   0.0000   0.0000
   5.000   1.6051   0.00000  -0.00225  -0.1734   0.0000   0.0000
   7.500   1.9245   0.00000  -0.00226  -0.1856   0.0000   0.0000
  10.000   2.2402   0.00000  -0.00228  -0.1986   0.0000   0.0000
  12.500   2.5516   0.00000  -0.00231  -0.2122   0.0000   0.0000
  15.000   2.8582   0.00000  -0.00235  -0.2266   0.0000   0.0000
  17.500   3.1593   0.00000  -0.00240  -0.2414   0.0000   0.0000
  20.000   3.4545   0.00000  -0.00245  -0.2566   0.0000   0.0000
  22.500   3.7430   0.00000  -0.00251  -0.2720   0.0000   0.0000
  25.000   4.0245   0.00000  -0.00257  -0.2877   0.0000   0.0000
