  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9376                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.4916   0.00000  -0.00448   0.0085   0.0000   0.0000
  -7.500  -0.0307   0.00000  -0.00448  -0.0432   0.0000   0.0000
  -5.000   0.4303   0.00000  -0.00447  -0.0982   0.0000   0.0000
  -2.500   0.8905   0.00000  -0.00446  -0.1561   0.0000   0.0000
   0.000   1.3489   0.00000  -0.00444  -0.2164   0.0000   0.0000
   2.500   1.8048   0.00000  -0.00442  -0.2788   0.0000   0.0000
   5.000   2.2573   0.00000  -0.00439  -0.3427   0.0000   0.0000
   7.500   2.7054   0.00000  -0.00436  -0.4076   0.0000   0.0000
  10.000   3.1484   0.00000  -0.00432  -0.4731   0.0000   0.0000
  12.500   3.5854   0.00000  -0.00427  -0.5386   0.0000   0.0000
  15.000   4.0156   0.00000  -0.00422  -0.6037   0.0000   0.0000
  17.500   4.4382   0.00000  -0.00416  -0.6679   0.0000   0.0000
  20.000   4.8523   0.00000  -0.00410  -0.7306   0.0000   0.0000
  22.500   5.2572   0.00000  -0.00403  -0.7914   0.0000   0.0000
  25.000   5.6520   0.00000  -0.00395  -0.8498   0.0000   0.0000
