  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6581                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.8781   0.00000  -0.00426   0.0435   0.0000   0.0000
  -7.500  -0.4058   0.00000  -0.00428  -0.0164   0.0000   0.0000
  -5.000   0.0672   0.00000  -0.00429  -0.0787   0.0000   0.0000
  -2.500   0.5401   0.00000  -0.00430  -0.1429   0.0000   0.0000
   0.000   1.0120   0.00000  -0.00430  -0.2083   0.0000   0.0000
   2.500   1.4819   0.00000  -0.00430  -0.2747   0.0000   0.0000
   5.000   1.9491   0.00000  -0.00429  -0.3414   0.0000   0.0000
   7.500   2.4125   0.00000  -0.00427  -0.4080   0.0000   0.0000
  10.000   2.8713   0.00000  -0.00425  -0.4739   0.0000   0.0000
  12.500   3.3247   0.00000  -0.00422  -0.5387   0.0000   0.0000
  15.000   3.7717   0.00000  -0.00418  -0.6018   0.0000   0.0000
  17.500   4.2116   0.00000  -0.00414  -0.6627   0.0000   0.0000
  20.000   4.6434   0.00000  -0.00409  -0.7211   0.0000   0.0000
  22.500   5.0664   0.00000  -0.00403  -0.7765   0.0000   0.0000
  25.000   5.4798   0.00000  -0.00396  -0.8284   0.0000   0.0000
