  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1561                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -1.5122   0.00000  -0.00418   0.1195   0.0000   0.0000
  -7.500  -1.0946   0.00000  -0.00419   0.0820   0.0000   0.0000
  -5.000  -0.6748   0.00000  -0.00420   0.0435   0.0000   0.0000
  -2.500  -0.2537   0.00000  -0.00421   0.0043   0.0000   0.0000
   0.000   0.1678   0.00000  -0.00421  -0.0353   0.0000   0.0000
   2.500   0.5890   0.00000  -0.00421  -0.0750   0.0000   0.0000
   5.000   1.0091   0.00000  -0.00421  -0.1145   0.0000   0.0000
   7.500   1.4273   0.00000  -0.00420  -0.1535   0.0000   0.0000
  10.000   1.8428   0.00000  -0.00418  -0.1917   0.0000   0.0000
  12.500   2.2547   0.00000  -0.00417  -0.2288   0.0000   0.0000
  15.000   2.6624   0.00000  -0.00414  -0.2646   0.0000   0.0000
  17.500   3.0650   0.00000  -0.00412  -0.2987   0.0000   0.0000
  20.000   3.4618   0.00000  -0.00408  -0.3309   0.0000   0.0000
  22.500   3.8519   0.00000  -0.00404  -0.3610   0.0000   0.0000
  25.000   4.2348   0.00000  -0.00400  -0.3886   0.0000   0.0000
