  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9313                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.1629   0.00000  -0.00144  -0.1897   0.0000   0.0000
  -7.500   0.1454   0.00000  -0.00138  -0.1929   0.0000   0.0000
  -5.000   0.4534   0.00000  -0.00134  -0.1970   0.0000   0.0000
  -2.500   0.7606   0.00000  -0.00131  -0.2018   0.0000   0.0000
   0.000   1.0662   0.00000  -0.00130  -0.2074   0.0000   0.0000
   2.500   1.3699   0.00000  -0.00130  -0.2138   0.0000   0.0000
   5.000   1.6709   0.00000  -0.00132  -0.2208   0.0000   0.0000
   7.500   1.9688   0.00000  -0.00136  -0.2284   0.0000   0.0000
  10.000   2.2628   0.00000  -0.00142  -0.2366   0.0000   0.0000
  12.500   2.5526   0.00000  -0.00150  -0.2453   0.0000   0.0000
  15.000   2.8376   0.00000  -0.00160  -0.2544   0.0000   0.0000
  17.500   3.1171   0.00000  -0.00172  -0.2639   0.0000   0.0000
  20.000   3.3907   0.00000  -0.00185  -0.2736   0.0000   0.0000
  22.500   3.6578   0.00000  -0.00201  -0.2836   0.0000   0.0000
  25.000   3.9181   0.00000  -0.00217  -0.2938   0.0000   0.0000
